Sentence,Score,Sentiment
We had net lower incentives because our incentives are going progressively down or      million. Net of all these items  FX and recurring items  EBITDA would have been increased by    .,-0.03051076829433441,NEUTRAL
Now we will move to conventional generation and trading. I m on Page     where you can see that ordinary EBITDA increased by around      driven by trading activities and reached   .  billion. Conventional generation is flat at around   .  billion.,0.006432089954614639,NEUTRAL
Net of nonrecurring items booked in the period  the performance would have recorded a minus   . So the main operating moving parts were as follows      contraction in volumes  with a negligible impact on our results due to the low materiality associated with two thermal assets  around      million negative impact associated with the regulation of the highlands in Spain  and FX depreciation for around      million. These items were partially offset by the positive contribution of efficiencies for      million  mainly in Italy and Spain.,-0.39120751176960766,NEGATIVE
On the other side  trading activities  impacted also by the dynamics associated with the COVID-    have been the key driver of the double-digit increase in this business segment  contributing for around      million  mainly thanks to the management of our gas portfolio for around      million  the managing of the short position in Spain that impacted positively for      million  and a positive contribution for around      million associated with trading activities  mainly in Italy.,0.02093765279278159,NEUTRAL
Let s now take a look at our infrastructure network  and I m on Slide   . Ordinary EBITDA for networks stood at   .  billion  decreasing    versus last year. In the European countries  EBITDA increased by     demonstrating  once again  the resiliency of our European networks  which have been supported by solid regulatory frameworks. In LatAm  despite the recovery in demand recorded in the second half of the year  the operating performance has been negatively impacted by FX and volumes contraction  mainly in Brazil.,0.034630030393600464,NEUTRAL
As said in the previous releases  discussion with regulators in LatAm  are ongoing  and we expect other actions to be taken to offset the economic impact. The main moving parts of the period have been the following  currency devaluation       million of impact  volume contraction in LatAm with an effect of roughly      million  mainly in Brazil       million associated with losses.,-0.03459905181080103,NEUTRAL
There are losses not manageable because of the stop of downing activities in many countries in Latin America. And on the other side  an increase of roughly      million in EBITDA related to new investments in digitization and improved service quality  mainly in Italy and Spain. The reversal of the provision in Spain impacted the ordinary EBITDA for around      million  while last year  EBITDA was positively impacted by the regulatory settlement in Argentina for      million.,-0.08843518793582916,NEUTRAL
And now we can move on retail on Slide number   . EBITDA for the retail business came in at   .  billion  with a slight decline versus previous year despite the extreme conditions experienced in      and associated with the COVID-  . Notwithstanding the challenging environment  the group continued to expand its free market customer base by adding         new customers over the last    months and progressed as well in the cost-reduction effort with the OpEx per customer down   .,-0.03777507320046425,NEUTRAL
Looking closely at the EBITDA of the free and regulated market  free market EBITDA declined for around      million or    year-on-year  and this is mainly attributable to a temporary loan position  driven by a sharp contraction in volumes in Italy and Spain. In Italy  EBITDA remained flat year-on-year  recovering from the negative result recorded in the nine months  driven by a pickup of volumes in the B B segment in the last quarter of the year  with average unitary margins for both B B and B C broadly unchanged.,-0.03415868058800697,NEUTRAL
In Iberia  EBITDA declined by     or more than      million  driven mainly by the already commented temporary long position impact. In Romania  retail EBITDA increased by     million or two times. Regulated market EBITDA increased by    year-on-year or around     million. And finally  we recorded efficiencies for     million  both in the free and regulated market  mainly in Italy.,0.026595283299684525,NEUTRAL
Now we have gone through business drivers  and now we can move to the financial management section. We are on Slide   . And as you can see  ordinary group net income came in at  .   at the top guidance range. And now we can show in the next slides  detailed item that has supported the growth in the earning during     .,0.0833090809173882,NEUTRAL
And we move on Page     where you can see that  as said  the   .  billion result was driven to -- by lower D A  financial expenses and a reduction in minorities interest  which more than offset the normalization of the tax rate at     versus     of the previous year in which we accounted one-off -- a positive one-off from the tax items.,-0.13026140490546823,NEUTRAL
D A declined versus previous year as a consequence of a lower depreciation in Italy  Iberia and Chile  thanks to the coal impairments  which more than offset the increase in bad debt accruals due to COVID-   pandemic and investment deployed. Reduction in financial expenses  as already commented in the previous releases  is the result of a reduction of cost of debt. Results from equity investments stood at      million.,-0.1087405956350267,NEUTRAL
The remarkable swing vis- -vis last year is attributable to the negative impact of around     million from JMB unwinding in the U.S. recorded in      and improving results of other nonconsolidated companies  primarily open fiber. Taxes  as said  increased by around      million  driven by higher earning before tax and the recognition in      of the deferred tax assets in U.S.  Argentina and Brazil.,0.055692560970783234,NEUTRAL
Minorities decreased by      reflecting the continued simplification effort and operating dynamics in Latin America. And now we move to the cash flow. We are on Page   . FFO  as said  stands at   .   broadly in line versus previous year. Recovering almost entirely the negative impact related to COVID-  . This result highlights the resiliency of the group and its cash generation capability.,-0.02361660823225975,NEUTRAL
In more details  the dynamics underlying the FFO evolution can be summarized as follow  EBITDA in line change in provision  which increased by around     million  mainly due to higher bad debt accruals for COVID-  . On working capital  it s worth to highlight that we have almost fully recovered the    billion impact due to the pandemic as shown during the first half results call. This leaves us only      million negative delta working capital at the end of       which will be reabsorbed in early     . Then we had lower taxes paid  mainly due to advance set in tax payment  lower financial charges paid  mainly thanks to lower cost of debt.,-0.013234211131930351,NEUTRAL
Free cash flow stood at   .  billion  confirming the ability of the group to cover the capital expenditure with the operating cash generation. And now on Page     we have a look on the net debt level. Net debt is equal to    .  billion  well below the level communicated at the Capital Market Day  mainly thanks to the positive FX impact from the devaluation of local currencies and the different timing of hybrid bond equity and equity accounting conversion.,0.05778895749244839,NEUTRAL
Changes are driven by the positive free cash flow of  .   dividends paid for   .  billion  cash outflows related to equities swaps performed of Enel Am ricas and Enel Chile  hybrid bonds accounted as equity and positive impact from FX of about   .  billion  the reduction in gross debt from   .  to  .   is attributable to the accounting provided bonds as equity  while the reduction in cash in the period is related to the financing of      activities performed in late     .,0.009514846839010715,NEUTRAL
And before the closing remarks  let s take a deeper look into our liquidity position and forthcoming debt maturities. I m now on Page   . And you can see our total liquidity as of December stood at nearly     billion  of which    billion in cash on hand and the remaining    .  billion in readily available committed credit lines.,0.025802506133913994,NEUTRAL
Level of liquidity covers  . x the debt maturing throughout            plan period amounting to    .  billion  net of short-term debt that is routinely rolled over. Our credit metrics show a stable level of leverage  notwithstanding the extremely adverse impact of cash dynamics deriving from COVID-    with a net debt-to-EBITDA ratio at  . x and FFO net debt at    .,-0.0008784513920545578,NEUTRAL
The strength of our credit metrics is further testified by current trading levels and outlooks  which reflects the solidity of our credit profile even in the current discretionary. In this regards  it is good to highlight that in January this year  the group has been upgraded to Baa  from Baa  by Moody s. And in February  Standard   Poor s widened the proportional adjusted FFO to debt range by     basis points  in light of a health position as one of the most resilient utility in the sector.,0.11862202390329912,NEUTRAL
And now I hand over to Francesco for the closing remarks. Francesco.,0.0065182013786397874,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
Thank you  Alberto. So gentlemen  ladies  we have experienced an extreme and foreseeable scenario. Headwinds came from all over the places  ranging from macro variables to operating dynamics. Despite this challenging environment  we have been able to deliver a very solid operating and financial performance with a    growth in net ordinary income. This confirms once again the sustainability of the business model we have. This has been able to deliver an outstanding growth level  even against sudden disruptions.,0.47349248835234903,POSITIVE
Our solid operating deployment across all the business lines positions us as a leader in the utility space  a renewable super major that can rely on a resilient and digitized network  which will be the backbone of the energy transition of the future  supporting also the increasing electrification of consumption. This opens up new business opportunities that will enhance the value to our customers and shareholders.,0.09309894507168792,NEUTRAL
Our highly digitized- and platform-based business has allowed us to act promptly and to take proactive measures to protect our people first and ensure that  at the same time  business continuity. I have to underline here the extremely professional behavior of all our workforce that made all this possible. The delivery recorded in       coupled with the managerial actions we put in place to cope with this exceptional year  have generated further value that resulted in a top quartile performance of the utility sector with a    total shareholder return during the      year.,0.19825424856389873,NEUTRAL
So  thank you for your attention. Let s now open the Q A session with Monica leading us in this.,0.47575297683943063,POSITIVE
Question-and-Answer Session,-0.00011117995018139482,NEUTRAL
A - Monica Girardi,-0.0005772488075308502,NEUTRAL
Thank you  Francesco. We will now move to the Q A session. Before starting  I want to thank all of the analysts who send the question through. We receive them from Goldman Sachs  Banca Akros  Barclays  Morgan Staley  Mediobanca  Citigroup  SocGen  Santander  Cr dit Suisse  Equita  Capitol  Stifel  JPMorgan  Deutsche Bank  Exane  UBS and Merrill Lynch. Thank you all.,0.33391222381033003,POSITIVE
I will start from the first one to the CEO. I think he s one of the most popular. So far       has seen some doubt on renewable  which led to a rebalancing and sell-off of the most exposed names. Can you share with us your view on the sector and our returns going forward ,0.0026726052165031433,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
Okay. There are basically two questions here is -- two observations. One is the one on the dynamic of prices and competition  with one on the  let s say  share performance of some players. I think there is some technical adjustments that took place. There are some technical adjustments that took place with the rebalancing of the indexes.,0.0023574428632855415,MIXED
I think the markets seem to have switched quite quickly the sentiment also on the back of some business events that were kind of surprising during the year. I think the key common conclusion deriving from this event is that the returns may not be at par with the expectation  and that delivery in terms of capacity commission might not be in line with targets communicated by several players.,-0.05002580303698778,MIXED
Now let me recall some of the measures  some of the messages that we set out when we delivered our Capital Market Day. The first one is that the dimension and the expansion of the space in renewables is such that it can accommodate for all the relevant players today and more. And that it does not really have any threat of becoming congested or crowded space. So there is not an issue on space of growth. And we didn t see any change during the      year. Prices will go down over time  and this is something that we have also clearly stated.,0.11835194192826748,NEUTRAL
It is -- has always been our view. And this clearly will shave off some of the expected returns of some players. But the access to customers  the platform of the development  the management of the assets and the efficiency of the organization  so that means the competitiveness and the size and the focus of the organization will determine the capability of any player to deliver on the expected returns.,0.11202221969142556,NEUTRAL
The adoption of an integrated business model and a multi-technology integrated business model allows to better absorb external shocks to optimize the risk return profile. I think you will see that even more evidently  when you start to see and it is beginning to show the divergence between pure players and integrated companies.,0.09469512803480029,NEUTRAL
So we believe the market is getting this logic  is getting also the protective mix of activities that the group has. And therefore  it is not a surprise that we did not see the same trend in our share when compared to other peers or other players that have not the same risk profile.,-0.02546423301100731,NEUTRAL
Overall  I think the story is still very solid. There is a trend competitiveness in renewals. It s always been our view  and it s now showing maybe more clearly than before. And therefore  some say some companies might get a little bit penalized by that.,0.06749207992106676,MIXED
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. We move to a completely different business  but again  a really popular question  open fiber. Francesco  can you share with us some update when the transaction with Macquarie is expected to be finalized  And what s the stake that you expect to sell ,-0.04686544090509415,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
The transaction is going to be finalized. It is going to be between     to     maximum  in the next few months or weeks and months  this is going to be basically completed. To where do we stand  The discussions are now being held between Macquarie  the buyer of our share and Cassa Depositi e Prestiti  CDP  the other shareholder  and the discussions are about the governance. So what kind of governance the two players want to have going forward.,0.021487520076334476,NEUTRAL
Let s say that this is not rocket science. It s a governance about -- a company that has one infrastructure as a mission. It is in one country  Italy  and the shareholders are    out of which one has a consolidating stake. So let s say  it s governance     for -- as far as this is concerned  and it will not take that much to be finalized. We expect  therefore  the transaction by -- to be certainly closed by year-end.,-0.16408792324364185,NEGATIVE
Of course  we will update you as soon as this is clear  as soon as the last steps are completed. Again  this is a very clear example of how much we can create value when we implement a stewardship model in this kind of infrastructure place.,0.2392811140161939,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. We still stay with you  Francesco. Merger of EGP LatAm.,0.23908236937131733,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
Sorry  let me just add one thing.,-0.16624436154961586,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Sure.,0.04249923303723335,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
Just to preempt another question that will come up eventually  that is the change of government hasn t changed a little bit  the outlook of this deal to come through  No. We did not get any signal that this still is an item of discussion at all in the present situation at the present government. So there is no signals on that  okay  So that we don t get a question on this.,-0.27211124496534467,NEGATIVE
Monica Girardi,-0.0006111231341492385,NEUTRAL
Fair enough. So we moved to the simplification of Enel Am ricas. So merger of EGP and Enel Am ricas  once the PTO will be completed  what are the next steps you envisage for the perimeter of Am ricas  Will there be any disposals ,0.048626912059262395,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
I think as soon as we finished with the PTO  we will sit with the residual minority shareholders and define what are the key strategic options that Am ricas has to maximize value creation going forward  One of the many options is also to be more selective in terms of the geographies where we want to continue to operate in Latin America in the light of their growth perspective  their stability and the potential creation of value that we can pursue in different geographies.,0.05853652331279591,NEUTRAL
Based on this  we will decide having listened also  of course  to all the minority shareholders. And therefore  we will proceed to simplify maybe also the geographical positioning in the four countries that are today part of Enel Am ricas. I said four  but it s wrong. They are actually seven because there are three minor countries in Central America that are now part of the portfolio of the country. So there are seven countries.,-0.11726652178913355,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. We move to the CFO for another really popular question. Currencies were a major headwind in      and are still showing weakness. In light of the gap between your scenario and the forward curves  what is the expected impact for       There is any clear risk to the guidance ,-0.4045249978080392,NEGATIVE
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Yes  we are. Sorry. For       yes  we -- it was the main headwind we had     billion of impact. So there is -- so we recovered the COVID impact  but we will leave a    billion impact on FX. First month of the year  some signs of weakness still present in FX currencies  with some signs of different win to move  mainly in Brazil  which headwinds had been more impacted by some things and not by the general scenario  It s too early to say because the first two months  vaccination in progress.,-0.207562695723027,NEUTRAL
So we think that we will have a clear view of the overall impact  looking at the second half of the year and not in the first two months of this year. A pure mark-to-market now may  so are applying      million       million impact that we think will not stay along the year. But on the other side  I said we have many party movements in our profit and loss  mainly the good results of our stewardship model that can -- so I d say it s not easy but can cover some headwinds if  at the end  we will have some impact from FX.,0.0020177606493234634,MIXED
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. So I guess the bottom line is that no  the guidance is not at risk. Now we still -- another one on guidance  actually. Net debt is well below the guidance provided for the year. Will this improvement carry over to the            net debt figures ,0.026133544743061066,MIXED
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Well  the general answer is no. So we think we have -- the trend of our debt is fully in line with what we have presented for the three years  plan. The main driver of changes in      is based on sort of the timing of the hybrid bond equity accounting because in our projections  we included only      million because we didn t include the concepts of solicitation that we launched at the end of      that occurred.,-0.13731955224648118,NEUTRAL
So -- but we had projecting these solicitation for     . So it s only the main part is a timing difference then we have some saving but not in the numbers that you see. And so savings  better results is in the range of      million       million  and the rest is timing difference on hybrid accounting.,0.07721264846622944,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Alberto  still with you on working capital dynamics  which are the main drivers of the strong improvement in working capital from the nine months  is the reduction fully associated with the reabsorption of the negative COVID effects ,0.05779510736465454,NEUTRAL
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Well  yes. First of all  yes. So the vast majority is the absorption of COVID effect that we have shown in the first half. Well  I think a combination of two things  one  some new actions that we put in place to recover mainly  so moving to digital payment s a huge part of our customer base along the year. And this is one of the main part.,-0.0027854852378368378,NEUTRAL
And the second is that some regulators maybe so focused in Brazil that has -- was the more -- the most active in this. So they gave us some aids in financial aids. So the impact in Brazil accounted for almost      million and was -- so the main action to solve the financial problems of the Brazilian distributors that was related to the delay in payments for customers are caused by the lockdown and others. These two main things allow us to recover almost in full the impact of working capital for COVID.,0.03601199761033058,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Still on the COVID-    analysts are asking if we can provide a breakdown of the COVID-   impacts on business segments.,-0.019798011519014835,NEUTRAL
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Okay. So first of all  as said  so the    billion impact of FX  so it s not directly connected to COVID  but so it s clearly related to this. Out of this impact  as said  we had a      million impact on EBITDA because of COVID.,-0.09222814626991749,NEUTRAL
As I said in the presentation       million are mainly related with the contraction volumes and      million related with other things  and the main are losses on the network front. So the time in which we can t act against frauds. So fraud  we had a huge increase in frauds  then another     million      million was a delay in the development.,-0.4574792811181396,NEGATIVE
But on the other side  we can have also -- we had also positive impact because we have a huge decrease in OpEx. I don t know  travel expenses and other kind of OpEx that was main related with the new situation for COVID.,0.2266954928636551,POSITIVE
When it comes to countries  I would say that Italy was resilient at all  so the impact is    with different moving parts that bring the country to these results. Iberia impacted the more  roughly      million  mainly because of this long position in the hedge contracts that -- so it s the one-off effect of the sharp contraction of demand. And the rest is Latin America. And Latin America is both the volume contraction and on the other side  bad debt and stop of downing activities.,-0.07005205564200878,NEUTRAL
When it comes to the business lines  the most impacted lines are the lines that work on volumes. So retail mainly for the loan position in Italy  Spain and distribution  mainly for the demand contraction in Latin America  where -- so regulators  so the regulatory framework don t give any kind of shed to the reduction in volumes.,-0.032866091933101416,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Francesco  we go back to you on a -- with a question on renewables. So renewable addition came in at       megawatts but were impacted by COVID. Can you remind us what would have been the level of new capacity in absence of the pandemic  And what do you expect for      in terms of delivery  Is there any further risk from COVID you see now ,-0.12785784900188446,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
Yes. No. So let s see  the additional built that we missed to put into the      year is around     megawatts  as we said. So we would have been slightly below       megawatts without any COVID impact  if we have no COVID impact.,-0.12376563623547554,NEUTRAL
Now what happens during      is that  yes  this     megawatts are rolled into the      target. We expect to recover fully during     . And then  therefore  to go above the      -megawatt threshold quite substantially during the      year. So     year will not only recover the delay of       but also accelerate further compared to     .,-0.008908368647098541,NEUTRAL
Frankly  no  we don t see any residual risk  so COVID in term -- as far as installations are concerned. You might recall that I mentioned these facts at the beginning of the pandemic that we anticipated some slowdown on permitting because of public administrations around the world being confined at home or not really as effective or as productive.,-0.23069150373339653,NEGATIVE
If you can use this word  on the permitting phase  and therefore  some impact on further down the road. So far  we don t see an impact in    . We are assessing if there is anything on      so no impact at this point. We think this is over.,-0.39384907204657793,NEGATIVE
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Again with you  Francesco  you have shown meaningful progress in      on phasing out generation from coal. What is the status of discussion with governments in shutting down coal plants  especially in Italy ,-0.04868365079164505,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
So you know that we have a commitment to phase out coal. And during the CMD  we said     as the end date. And we are working basically with screed operators  governments  local communities in order to do this by then. This is -- let s face -- let s understand what we are talking about. We are talking about disconnecting plants from the networks  okay  So if you look at phasing-out action  this is already taking place in a spectacular way.,0.03069230169057846,NEUTRAL
We went down     on coal this year     . This will continue to go -- to come. So the production will be extremely marginal going forward  but the symbolic and substantial disconnection from the grid of an infrastructure requires an agreement from network operators that need to be  let s say  comfortable with the fact that if this capacity is withdrawn from the system  the system can withstand shocks of all kinds.,-0.18981913197785616,NEGATIVE
So where do we stand with this  We have an early shutdown during     . We got an early shutdown from Italy -- from Italian network operator and authorities to take out the first unit of the Brindisi power plant  which is now being dismantled  and to take up two out of four units of the Fusina power plant by       which is going on. So this is according to plan. That s okay. We have discussion in Spain with the phaseout of  indiscernible  following the decision of closing  which has been communicated and has been accepted.,-0.29291854705661535,NEGATIVE
The question today is basically  therefore  not a question of reducing production. It s basically going to stop way before       but rather making comfortable the operator -- network operators that s taking the plants off the grid  poses no risk to the stability of the grid itself  which is something that we are working at  and it s something that we are quite confident we can achieve by     . So we are in good track in this space. And we are ahead of the curve when you look at the actual production from the existing facilities.,0.12413355335593224,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. We move a little bit to the future. You have made some announcement in hydrogen projects. How do you see the business evolving  I think  Francesco  it s for you.,0.11418509623035789,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
So this is a little bit more in the future than people would think  but anyway. So yes  we have a commitment on the green hydrogen front  so on hydrogen produced by hydrolysis. And the commitment we have is to -- through the implementation of some projects  push the boundaries of this technology and drive the evolution of this technology in order to find out if the cost of the electrolyzers can drop a factor of six.,0.025834991596639156,NEUTRAL
So it can drop from        per kilowatt to about      per kilowatt. This is what it takes  coupled with the renewable energy costs. So today  we have already reached. This is what it takes to bring green hydrogen at par with the present hydrogen costs. Without that  failing that  this technology will never really pick up  if not for some niches of very specific applications. So our goal is to work with various partners in different countries. We have projects in Italy. We have projects in Spain. The largest one are in Spain.,0.24990771431475878,POSITIVE
And we have project in Chile  and we have projects in the U.S. to use these projects in order to push and get possibly a solution to this  cost issue on investment  cost issue on the electrolyzers and understand this technology fully. The next    years should be enough in order to establish whether this happens.,0.05351065145805478,NEUTRAL
And there are times when this happens  and there are times when it does not happen. And you might recall  for example  that TV panels have done this. Batteries are doing it. But solar -- thermal solar generation did not succeed. And there are examples of one and the other kind. So we are engaged in this kind of discovery trip.,-0.24809858575463295,NEGATIVE
Monica Girardi,-0.0006111231341492385,NEUTRAL
Really clear. So another one for you  I think  Francesco. Italy has highlighted the country we received more than      billion from the EU recovery fund. When should we expect project proposal for the use of these funds to start to come through ,0.252113476395607,POSITIVE
Francesco Starace,0.00044685402826871723,NEUTRAL
Let me answer also for the other three countries in Europe where we are present  which are Spain  Greece and Romania. So the deadline that a commission has set has -- as a latest possible date  the end of April. Some countries like Spain have already advanced their proposals. Some countries like Italy have not yet done the full homework.,-0.039301417768001556,NEUTRAL
But let s say that within April  all the initiatives will have to be presented to the European task force that manages this incredible task of understanding which projects fit and which projects do not fit the logic and the criteria of the EU. To do that  the European Union has eight weeks  so two months to respond with various feedbacks. And then the European Council needs to have an approval of four weeks. So we think that including a potential pre-financing of      member states could get the first money streams within       okay ,-0.019681842532008886,NEUTRAL
I m saying this because you need to have -- in order for this flow of money to really materialize  you need to have to establish the allocation procedures on a competitive basis in respecting all the guidelines on state aid that are important for private players like we are or you need to have regulatory framework changes in order for the same to happen on regulated concessionary businesses as we have also that cannot play on a competitive basis. So there are two parallel tracks that need to be established.,-0.07226452976465225,NEUTRAL
All in all  I think there are several areas where this can happen. Let me just give you a little bit of a rule of thumb. It s easier to accelerate the pace of project implementation and activity of something that is already moving -- that something that already has an entrant on its own. So in other words  if we have  as we do in many countries  a large flow of investment already in some businesses  it s easier to increase that and therefore be at the early part of the disbursement of these funds. It s less easy to jump-start something that does not exist.,0.1668148199096322,POSITIVE
Let s take the hydrogen things. They need to be designed. They need to be permitted  and therefore  they will be able to capture flows of money  sizable flows of money only probably a little later than networks  for example  or accelerated deployment of digital meters or infrastructure of this case. But because we are in both fields  we are optimally positioned to benefit from this flow of money in a uniform way across the different geographies. So we are very confident that this will be quite possible for us.,0.028716016560792923,NEUTRAL
Let s not forget the dimensions that European Unions are facing are looking for are totally in line with our strategy. So renewables  electrification  networks  digital content  they re exactly in line with our strategy. So we think we will benefit from this quite substantially.,0.09487333125434816,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. So we move to the situation in Brazil. Alberto  the market is asking if you can share with us the -- an update on the situation in Brazil.,0.00013960711658000946,NEUTRAL
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Okay. So we have.,0.020898778457194567,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
So  both -- sorry. I divided the question in two because it s a little bit long. So  the first one is on financial and economic impact in     . And the other one is on the -- and the other part is on the ongoing discussion with the regulator for the outstanding regulatory issues  and if you are confident that we will get to a positive solution.,-0.0770868044346571,MIXED
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Okay. For the -- in the      impact  so we had an overall impact coming from Brazil of      million       million for FX impact and      million related with the COVID impact. When it comes with this      million  the three main items were roughly   terawatt of lower demand  that s worth around      million  the said increase in losses for around     million  and then we have the delay of new renewables projects for around     million.,-0.23812553472816944,NEGATIVE
And then we had another item that is related with the bad debt associated with the fees of downing of roughly     million. And these are the main headwinds in our LatAm activities are coming from Brazil. On the other side  for the ongoing discussion with the regulator  that I remember that is a discussion of the economical restore of the impacts because the financial  once they have been restored with the COVID -- the Quinta COVID agreement.,-0.0554691175930202,NEUTRAL
Right now  Enel has opened the third phase of public hearing for the discussion of this economic rebalance. Regulatory is going to assess the overall impact suffered by the distribution companies and is still looking into options to restore the impact while avoiding a tariff increase for the final customers.,-0.13126103999093175,NEUTRAL
So a solution that now is on the table is to have a recourse of tax clean. So the taxes that are present in Brazil. And this may smoothen the tariff increase  making such benefit immediately available. We believe that Enel will respect the concession agreements and the methodology proposed that the public hearing will be improved in order to rebalance the economic situation along     .,0.008732408285140991,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Alberto  again  another really popular question for you that was also asked by BTIG that I forgot to mention before  so the cold spell in Texas has impacted several companies operating in the area. Can you provide some more color on your operations there  Has there been any economic impact ,0.18011671863496304,NEUTRAL
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Well  so first of all  the cold spell in Texas affected our wind farms  as of -- for the majority of the players operating in the area. Main impact was due to the rising of blades. The main components of the towers and for a period of approximately two weeks then we were able to resume operations quickly  and so to limit -- so the reduction in the production and damages to people or equipment.,-0.18399452976882458,NEUTRAL
Now we have filed in March     two petitions with the Public Utility Commission of Texas  PUCT  one asking to reprice the electricity market  and a second to receive an North America rights to further appeal the PUCT orders to reprice the market.,-0.05826179124414921,NEUTRAL
So far  PUCT has declined to take up the issue for the crisis period. But political pressure to the price is bounding  and also it is the recommended action of the independent market monitor. So we continue to look closely as we are asked promptly to push that way to resolve the issue.,-0.19015435688197613,NEGATIVE
But as of today  we see a maximum potential economic impact that at a net income level is set to be eligible  even if the PUCT actions filed are not successful  like we think that in some way  they will do. We have some corporate actions  insurances and also legal actions that so we are to -- in a combining way  are putting so the final outcome of this issue  not really impacting our overall results.,-0.06493879202753305,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Alberto  we still stay with you with a question on inflation. As the market is becoming increasingly concerned about inflationary trends  how is your business protected against inflation ,-0.10677213780581951,NEUTRAL
Alberto De Paoli,0.0005298724718159065,NEUTRAL
Well  yes. So the markets are becoming sensible to do inflation signs that we think that this is not the case. We don t think that we will see any inflation pressures for all the     . We are also look forward in       but having said that  as for the business  our business is well covered by any increase in inflation.,-0.06034398823976517,NEUTRAL
Network tariffs are adjusted yearly by inflation in almost all the countries. the Generation business  in the generation business  PPI  if we see different types of pricing mechanism. In fact  the majority of the PPA are covered index to inflation. And also on the retail business  we have. So year-by-year  we can -- we adjust our tariff also looking at  despite of inflation.,-0.02823159098625183,NEUTRAL
It s clear that potential impact of rising inflation may be on bond yield  while we don t see no major issues on the issuance side  but also on the stop of that because almost     of our debt is at fixed rate or hedged.,0.011857274919748306,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Alberto  we are receiving lots of messages addressed to you about a clear statement around the guidance for       if you can confirm that you don t see any risk at the targets that we shared with the market back in November.,0.02793378010392189,NEUTRAL
Alberto De Paoli,0.0005298724718159065,NEUTRAL
We do confirm our target for     .,0.030208881595171988,NEUTRAL
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Perfect. Well  I think it s the byproduct  but let s open also the discussion around the dividend payment. Francesco  if you want to comment if you see any risk to the dividend payment for       Francesco  you are on mute ,0.34636670438339934,POSITIVE
Francesco Starace,0.00044685402826871723,NEUTRAL
No. We don t see any risk on dividend payments on the back of the guarantee we gave already in the Capital Market Day  on the back of our view  as we just said  that the guidance needs no change. And on the back that this year would probably be a little better than       where we did not change our dividend policy  so no  no change.,-0.13984768837690353,MIXED
Monica Girardi,-0.0006111231341492385,NEUTRAL
Okay. Now we move to a set of questions  and we hope to go through quickly around the business. The first one is for the CEO  and it s about the pipeline  which has increased enormously versus last November. If you can provide some color on the underlying dynamics of such a big step-up.,0.0584741048514843,NEUTRAL
Francesco Starace,0.00044685402826871723,NEUTRAL
I think we need to get used to this going forward because the ambition of the growth objectives that we have outlined for the decade as such that this gross pipeline needs to start now in order for this to be delivered three  five years down the road. So people should not look at the pipeline. And what we re doing in the same year because the pipeline is about three  five years down the road  and what we re doing in the year is what the pipeline was three  five years ago.,-0.2133003156632185,NEGATIVE
So the pipeline grew because our ambition are of growth and because there is space for growth. And there is an ongoing effort  which is not going to stop. This will continue. Today  we have a mature pipeline that went up       megawatts in this period. It s about in the few months  mostly concentrated in Europe  Africa and Oceania.,0.14040195383131504,NEUTRAL
The step-up of the early-stage pipeline includes projects in Spain  where the growth is now happening in a large space. U.S.A.  more than     is there  Latin America  and a little bit in the rest of the world. So this will continue. It looks a lot  but if you look at what we have in mind and the kind of growth that is available out there  it s -- I think it s just right.,0.14103482849895954,NEUTRAL
